# GNDS name	mev_per_decay
# Mean PROMPT recoverable energy per decay (MeV) from ENDF/B-VII.1
# decay tapes (MF8/MT457 summary components, uncertainties skipped).
# Daughter gammas belong to the daughter row: chain codes must sum
# members (e.g. Cs137 prompt + Ba137_m1 662 keV). Mean-field decay
# data evaluation; not for spectroscopy or safety calculations.
# Regenerate: python3 scripts/gen-nuclear-data.py --help.
Cu57	4.73992
Cu58	4.86458
Cu59	2.93192
Cu60	4.81402
Cu61	1.13251
Cu62	2.29761
Cu64	0.311879
Cu66	1.16446
Cu67	0.270948
Cu68	2.49175
Cu68_m1	1.15669
Cu69	1.41413
Cu70	4.81978
Cu70_m1	2.3675
Cu70_m2	4.26072
Cu71	3.07852
Cu72	5.31172
Cu73	3.1925
Cu74	5.63985
Cu75	4.71754
Cu76	6.07604
Cu76_m1	7.44266
Cu77	5.86581
Cu78	6.86305
Cu79	5.514
Cu80	7.27317
Cu81	7.14747
Db255	7.776
Db256	7.60712
Db257	8.6762
Db257_m1	8.0301
Db258	7.45097
Db258_m1	3.56533
Db259	9.6188
Db260	8.34493
Db261	7.55958
Db262	6.033
Db263	3.70446
Db264	8.66
Db265	8.49
Ds267	12.277
Ds268	11.66
Ds269	11.5846
Ds270	11.1737
Ds270_m1	8.97
Ds271	10.8697
Ds271_m1	10.87
Ds273	11.3679
Ds279_m1	0.96
Dy138	5.774
Dy139	7.54338
Dy140	5.09533
Dy141	6.14933
Dy142	4.73318
Dy143	5.408
Dy143_m1	5.408
Dy144	2.68991
Dy145	4.84923
Dy145_m1	4.92158
Dy146	2.50661
Dy146_m1	3.18863
Dy147	4.37611
Dy147_m1	3.42575
Dy148	0.744266
Dy149	1.7212
Dy149_m1	2.66932
Dy150	1.71899
Dy151	1.46794
Dy152	0.302461
Dy153	0.79659
Dy154	2.94455
Dy155	0.672108
Dy157	0.359022
Dy157_m1	0.198988
Dy159	0.05703
Dy165	0.475999
Dy165_m1	0.120974
Dy166	0.211726
Dy167	1.23807
Dy168	0.834743
Dy169	1.47416
Dy170	1.72
Dy171	2.932
Dy172	2.466
Dy173	3.666
Er143	7.196
Er144	5.52667
Er146	4.716
Er147	5.85867
Er147_m1	5.85867
Er148	4.24267
Er149	5.28553
Er149_m1	4.9138
Er150	2.74335
Er151	2.62062
Er151_m1	2.45604
Er152	4.54709
Er153	3.36471
Er154	0.129929
Er155	2.54979
Er156	0.096972
Er157	2.27273
Er157_m1	0.1554
Er158	0.255827
Er159	0.761284
Er160	0.219717
Er161	1.01427
Er163	0.0473933
Er165	0.0462132
Er167_m1	0.208277
Er169	0.10271
Er171	0.792172
Er172	0.626681
Er173	1.52659
Er174	1.28
Er175	2.44267
Er176	1.866
Er177	3.066
Es240	6.264
Es241	5.654
Es242	6.22787
Es243	4.21314
Es244	3.22752
Es245	4.38411
Es246	3.05498
Es247	2.05784
Es247_m1	7.461
Es248	2.05347
Es249	0.489261
Es250	1.53389
Es250_m1	0.57136
Es251	0.148784
Es252	5.46615
Es253	6.74093
Es254	6.57297
Es254_m1	0.786019
Es255	0.692512
Es256	1.13333
Es256_m1	1.13333
Es257	0.271333
Es258	3.71667
Eu130	1.028
Eu131	1.63126
Eu132	4.45017
Eu133	6.502
Eu134	7.78733
Eu135	5.77533
Eu136	7.138
Eu136_m1	7.13591
Eu136_m2	4.8195
Eu137	5.33933
Eu138	6.49875
Eu139	4.65478
Eu140	4.42181
Eu140_m1	0.0559076
Eu141	2.98846
Eu141_m1	0.473469
Eu142	3.96292
Eu142_m1	4.8607
Eu143	2.48449
Eu144	3.16637
Eu145	1.30521
Eu146	2.4459
Eu147	0.47723
Eu148	2.24906
Eu149	0.0851648
Eu150	1.63401
Eu150_m1	0.362342
Eu151	1.96393
Eu152	1.29793
Eu152_m1	0.805312
Eu152_m2	0.144769
Eu154	1.51549
Eu154_m1	0.153703
Eu155	0.12404
Eu156	1.68643
Eu157	0.683735
Eu158	2.18711
Eu159	1.20867
Eu160	3.05333
Eu161	2.91457
Eu162	4.47319
Eu163	3.58547
Eu164	5.26939
Eu165	4.2264
Eu166	5.12933
Eu167	4.664
F14	1.56
F15	1.51649
F16	0.53568
F17	1.75927
F18	1.2302
F20	4.11525
F21	2.90034
F22	7.53609
F23	5.65586
F24	8.68143
F25	8.65709
F26	11.8056
F27	12.1837
F28	14.5333
F29	15.7357
F30	0.377
F31	17.7932
Fe45	14.8133
Fe46	9.14293
Fe47	11.5855
Fe48	7.42003
Fe49	8.34768
Fe50	5.42595
Fe51	4.33151
Fe52	0.927924
Fe52_m1	6.86777
Fe53	2.27345
Fe53_m1	3.05469
Fe55	0.0058421
Fe59	1.30601
Fe60	0.05018
Fe61	2.51541
Fe62	1.3321
Fe63	3.01961
Fe64	2.28426
Fe65	4.74236
Fe65_m1	5.1652
Fe66	4.22713
Fe67	6.4197
Fe68	5.85599
Fe69	7.73733
Fe70	6.22267
Fe71	8.582
Fe72	5.65813
Fm243	8.6891
Fm245	8.42657
Fm246	7.64628
Fm247	5.0975
Fm248	7.50953
Fm249	3.66785
Fm250	6.85723
Fm250_m1	1.51138
Fm251	0.313068
Fm252	7.1483
Fm253	1.06091
Fm254	7.30164
Fm255	7.26903
Fm256	0.569204
Fm257	6.88242
Fr199	7.81
Fr200	7.6207
Fr201	7.50749
Fr202	7.38897
Fr202_m1	7.38897
Fr203	7.25554
Fr204	6.8827
Fr204_m1	7.17
Fr204_m2	7.10216
Fr205	7.05486
Fr206	6.65544
Fr206_m1	6.65544
Fr206_m2	0.87717
Fr207	6.74508
Fr208	6.33681
Fr209	6.41022
Fr210	5.65623
Fr211	5.94103
Fr212	4.01936
Fr213	6.87422
Fr214	8.57723
Fr214_m1	8.66041
Fr215	9.53414
Fr216	8.77649
Fr217	8.46827
Fr218	8.01355
Fr218_m1	7.66478
Fr219	7.44446
Fr220	6.6944
Fr221	6.50818
Fr222	0.883
Fr223	0.420027
Fr224	1.40886
Fr225	1.21333
Fr226	1.65324
Fr227	1.2006
Fr228	2.10254
Fr229	1.52187
Fr230	2.59808
Fr231	1.81632
Fr232	2.50691
Ga56	2.92
Ga57	2.296
Ga58	1.448
Ga59	1.038
Ga60	9.13373
Ga61	6.17
Ga62	4.88015
Ga63	3.33548
Ga64	5.06248
Ga65	1.99774
Ga66	3.4674
Ga67	0.194557
Ga68	1.691
Ga70	0.651337
Ga72	3.246
Ga72_m1	0.11966
Ga73	0.791717
Ga74	4.02358
Ga74_m1	0.646779
Ga75	1.69037
Ga76	4.67279
Ga77	2.76408
Ga78	5.12156
Ga79	4.48742
Ga80	6.18286
Ga81	4.62472
Ga82	8.02493
Ga83	5.21662
Ga84	8.03844
Ga85	5.4952
Ga86	6.60276
Gd134	5.502
Gd135	6.82932
Gd136	4.788
Gd137	5.86867
Gd138	3.98133
Gd139	5.246
Gd139_m1	5.246
Gd140	3.46913
Gd141	3.44672
Gd141_m1	4.24194
Gd142	1.77015
Gd143	3.03389
Gd143_m1	3.34707
Gd144	1.48473
Gd145	2.78908
Gd145_m1	0.870346
Gd146	0.377287
Gd147	1.35257
Gd148	3.26871
Gd149	0.595215
Gd150	2.79869
Gd151	0.107632
Gd152	2.20299
Gd153	0.147237
Gd155_m1	0.113723
Gd159	0.365
Gd160	0.86472
Gd161	0.971412
Gd162	0.756837
Gd163	1.96013
Gd164	1.31547
Gd165	3.08852
Gd166	2.26667
Gd167	3.4
Gd168	2.86667
Gd169	4.06667
Ge58	2.906
Ge59	1.518
Ge60	4.11383
Ge61	9.6826
Ge62	6.49533
Ge63	6.41725
Ge64	3.012
Ge65	4.11775
Ge66	0.780745
Ge67	2.81399
Ge68	0.00912151
Ge69	1.07112
Ge71	0.00909156
Ge71_m1	0.197513
Ge73_m1	0.0661616
Ge75	0.455559
Ge75_m1	0.139626
Ge77	1.7288
Ge77_m1	1.04084
Ge78	0.50621
Ge79	2.02262
Ge79_m1	2.48598
Ge80	1.19302
